"ID number","Word","Part of Speech","CEFR","Points","","","",""
"3761","privilege","Noun","“B2”","3","","","",""
"3762","farming","Noun","“B2”","3","","","",""
"3763","dose","Noun","“B2”","3","","","",""
"3764","outer","Adjective","“B2”","3","","","",""
"3765","color","Verb","“B2”","3","","","",""
"3766","steady","Adjective","“B2”","3","","","",""
"3767","interior","Noun","“B2”","3","","","",""
"3768","grip","Noun","“B2”","3","","","",""
"3769","required","Adjective","“B2”","3","","","",""
"3770","breathe","Verb","“B2”","3","","","",""
"3771","exchange","Verb","“B2”","3","","","",""
"3772","dream","Verb","“B2”","3","","","",""
"3773","gently","Adverb","“B2”","3","","","",""
"3774","steep","Adjective","“B2”","3","","","",""
"3775","incredibly","Adverb","“B2”","3","","","",""
"3776","tournament","Noun","“B2”","3","","","",""
"3777","subtle","Adjective","“B2”","3","","","",""
"3778","honour","Verb","“B2”","3","","","",""
"3779","ceiling","Noun","“B2”","3","","","",""
"3780","shelter","Noun","“B2”","3","","","",""
"3781","timber","Noun","“B2”","3","","","",""
"3782","strip","Noun","“B2”","3","","","",""
"3784","cap","Noun","“B2”","3","","","",""
"3785","crack","Verb","“B2”","3","","","",""
"3786","sheer","Adjective","“B2”","3","","","",""
"3787","priest","Noun","“B2”","3","","","",""
"3788","oblige","Verb","“B2”","3","","","",""
"3789","rental","Noun","“B2”","3","","","",""
"3790","nursing","Noun","“B2”","3","","","",""
"3791","map","Verb","“B2”","3","","","",""
"3792","compulsory","Adjective","“B2”","3","","","",""
"3793","command","Verb","“B2”","3","","","",""
"3794","flavour","Noun","“B2”","3","","","",""
"3795","liable","Adjective","“B2”","3","","","",""
"3796","float","Verb","“B2”","3","","","",""
"3797","onwards","Adverb","“B2”","3","","","",""
"3798","remark","Noun","“B2”","3","","","",""
"3799","breast","Noun","“B2”","3","","","",""
"3800","stir","Verb","“B2”","3","","","",""
"3801","acid","Noun","“B2”","3","","","",""
"3802","differently","Adverb","“B2”","3","","","",""
"3803","breakdown","Noun","“B2”","3","","","",""
"3804","spring","Verb","“B2”","3","","","",""
"3805","carrier","Noun","“B2”","3","","","",""
"3806","youngster","Noun","“B2”","3","","","",""
"3807","female","Noun","“B2”","3","","","",""
"3808","market","Verb","“B2”","3","","","",""
"3809","artificial","Adjective","“B2”","3","","","",""
"3810","praise","Noun","“B2”","3","","","",""
"3811","grid","Noun","“B2”","3","","","",""
"3813","whereby","Adverb","“B2”","3","","","",""
"3814","landlord","Noun","“B2”","3","","","",""
"3815","romantic","Adjective","“B2”","3","","","",""
"3816","dealer","Noun","“B2”","3","","","",""
"3817","worthwhile","Adjective","“B2”","3","","","",""
"3818","confidential","Adjective","“B2”","3","","","",""
"3819","flood","Noun","“B2”","3","","","",""
"3820","bold","Adjective","“B2”","3","","","",""
"3821","couple","Verb","“B2”","3","","","",""
"3822","Arctic","Noun","“B2”","3","","","",""
"3823","partial","Adjective","“B2”","3","","","",""
"3824","recipe","Noun","“B2”","3","","","",""
"3825","darkness","Noun","“B2”","3","","","",""
"3826","nerve","Noun","“B2”","3","","","",""
"3827","deliberately","Adverb","“B2”","3","","","",""
"3828","pet","Noun","“B2”","3","","","",""
"3829","underground","Adjective","“B2”","3","","","",""
"3830","rear","Noun","“B2”","3","","","",""
"3831","canal","Noun","“B2”","3","","","",""
"3833","trigger","Verb","“B2”","3","","","",""
"3834","reminder","Noun","“B2”","3","","","",""
"3835","giant","Adjective","“B2”","3","","","",""
"3836","borough","Noun","“C1”","2","","","",""
"3837","feed","Noun","“B2”","3","","","",""
"3838","admire","Verb","“B2”","3","","","",""
"3839","precious","Adjective","“B2”","3","","","",""
"3840","tag","Noun","“B2”","3","","","",""
"3841","bunch","Noun","“B2”","3","","","",""
"3842","clue","Noun","“B2”","3","","","",""
"3843","modest","Adjective","“B2”","3","","","",""
"3844","hire","Noun","“B2”","3","","","",""
"3845","pregnancy","Noun","“B2”","3","","","",""
"3846","professor","Noun","“B2”","3","","","",""
"3847","instant","Adjective","“B2”","3","","","",""
"3848","film","Verb","“B2”","3","","","",""
"3849","continent","Noun","“B2”","3","","","",""
"3850","signal","Verb","“B2”","3","","","",""
"3851","rhythm","Noun","“B2”","3","","","",""
"3854","width","Noun","“B2”","3","","","",""
"3855","tear","Noun","“B2”","3","","","",""
"3856","stretch","Noun","“B2”","3","","","",""
"3857","gay","Adjective","“B2”","3","","","",""
"3858","tunnel","Noun","“B2”","3","","","",""
"3859","race","Verb","“B2”","3","","","",""
"3860","stake","Noun","“B2”","3","","","",""
"3861","captain","Noun","“B2”","3","","","",""
"3862","objection","Noun","“B2”","3","","","",""
"3863","mild","Adjective","“B2”","3","","","",""
"3864","split","Noun","“B2”","3","","","",""
"3865","lock","Noun","“B2”","3","","","",""
"3866","but","Adverb","“B2”","3","","","",""
"3867","ban","Noun","“B2”","3","","","",""
"3868","ministry","Noun","“B2”","3","","","",""
"3870","barely","Adverb","“B2”","3","","","",""
"3871","many","Pronoun","“B2”","3","","","",""
"3872","racing","Noun","“B2”","3","","","",""
"3873","dancing","Noun","“B2”","3","","","",""
"3874","nursery","Noun","“B2”","3","","","",""
"3875","encouragement","Noun","“B2”","3","","","",""
"3876","documentary","Noun","“B2”","3","","","",""
"3877","driving","Noun","“B2”","3","","","",""
"3878","closing","Noun","“B2”","3","","","",""
"3879","sweep","Verb","“B2”","3","","","",""
"3880","mean","Adjective","“B2”","3","","","",""
"3881","deck","Noun","“B2”","3","","","",""
"3882","convenience","Noun","“B2”","3","","","",""
"3883","merge","Verb","“B2”","3","","","",""
"3884","shade","Noun","“B2”","3","","","",""
"3885","double","Adverb","“B2”","3","","","",""
"3886","fold","Verb","“B2”","3","","","",""
"3887","taste","Verb","“B2”","3","","","",""
"3888","inside","Noun","“B2”","3","","","",""
"3889","instantly","Adverb","“B2”","3","","","",""
"3890","curious","Adjective","“B2”","3","","","",""
"3891","chair","Verb","“B2”","3","","","",""
"3892","empire","Noun","“B2”","3","","","",""
"3893","piano","Noun","“B2”","3","","","",""
"3894","rescue","Verb","“B2”","3","","","",""
"3895","inherit","Verb","“B2”","3","","","",""
"3896","supplement","Noun","“B2”","3","","","",""
"3897","ruin","Verb","“B2”","3","","","",""
"3898","spell","Noun","“B2”","3","","","",""
"3899","mineral","Noun","“B2”","3","","","",""
"3900","stranger","Noun","“B2”","3","","","",""
"3901","painful","Adjective","“B2”","3","","","",""
"3902","inspect","Verb","“B2”","3","","","",""
"3903","select","Adjective","“B2”","3","","","",""
"3904","loving","Adjective","“B2”","3","","","",""
"3905","biography","Noun","“B2”","3","","","",""
"3906","pit","Noun","“B2”","3","","","",""
"3907","suicide","Noun","“B2”","3","","","",""
"3908","colourful","Adjective","“B2”","3","","","",""
"3909","debate","Verb","“B2”","3","","","",""
"3910","short","Adverb","“B2”","3","","","",""
"3911","clause","Noun","“B2”","3","","","",""
"3912","rescue","Noun","“B2”","3","","","",""
"3913","concerned","Adjective","“B2”","3","","","",""
"3914","crystal","Noun","“B2”","3","","","",""
"3915","bloody","Adjective","“B2”","3","","","",""
"3916","originate","Verb","“B2”","3","","","",""
"3917","enjoyment","Noun","“B2”","3","","","",""
"3918","lounge","Noun","“B2”","3","","","",""
"3919","neighbouring","Adjective","“B2”","3","","","",""
"3920","scenery","Noun","“B2”","3","","","",""
"3921","governor","Noun","“B2”","3","","","",""
"3922","processor","Noun","“B2”","3","","","",""
"3923","ocean","Noun","“B2”","3","","","",""
"3924","landing","Noun","“B2”","3","","","",""
"3925","stem","Verb","“B2”","3","","","",""
"3926","consume","Verb","“B2”","3","","","",""
"3927","junior","Adjective","“B2”","3","","","",""
"3928","brochure","Noun","“B2”","3","","","",""
"3929","graphic","Adjective","“B2”","3","","","",""
"3930","singing","Noun","“B2”","3","","","",""
"3931","cattle","Noun","“B2”","3","","","",""
"3932","viable","Adjective","“B2”","3","","","",""
"3933","grain","Noun","“B2”","3","","","",""
"3934","star","Verb","“B2”","3","","","",""
"3935","survey","Verb","“B2”","3","","","",""
"3936","pond","Noun","“B2”","3","","","",""
"3937","glorious","Adjective","“B2”","3","","","",""
"3938","catering","Noun","“B2”","3","","","",""
"3939","medication","Noun","“B2”","3","","","",""
"3940","tide","Noun","“B2”","3","","","",""
"3941","pioneer","Verb","“B2”","3","","","",""
"3942","treasure","Noun","“B2”","3","","","",""
"3943","carve","Verb","“B2”","3","","","",""
"3944","heat","Verb","“B2”","3","","","",""
"3945","builder","Noun","“B2”","3","","","",""
"3946","economics","Noun","“B2”","3","","","",""
"3947","reckon","Verb","“B2”","3","","","",""
"3948","container","Noun","“B2”","3","","","",""
"3949","rider","Noun","“B2”","3","","","",""
"3950","alteration","Noun","“B2”","3","","","",""
"3951","tongue","Noun","“B2”","3","","","",""
"3952","chronic","Adjective","“B2”","3","","","",""
"3953","unemployment","Noun","“B2”","3","","","",""
"3954","bench","Noun","“B2”","3","","","",""
"3955","lie","Noun","“B2”","3","","","",""
"3956","holy","Adjective","“B2”","3","","","",""
"3957","poll","Noun","“B2”","3","","","",""
"3958","disagree","Verb","“B2”","3","","","",""
"3959","beginner","Noun","“B2”","3","","","",""
"3960","sunny","Adjective","“B2”","3","","","",""
"3961","legally","Adverb","“B2”","3","","","",""
"3962","opposite","Noun","“B2”","3","","","",""
"3963","headquarters","Noun","“B2”","3","","","",""
"3964","recommended","Adjective","“B2”","3","","","",""
"3965","draft","Verb","“B2”","3","","","",""
"3966","slide","Verb","“B2”","3","","","",""
"3967","innocent","Adjective","“B2”","3","","","",""
"3968","machinery","Noun","“B2”","3","","","",""
"3969","genuinely","Adverb","“B2”","3","","","",""
"3970","type","Verb","“B2”","3","","","",""
"3971","reporter","Noun","“B2”","3","","","",""
"3972","aggressive","Adjective","“B2”","3","","","",""
"3973","apology","Noun","“B2”","3","","","",""
"3974","delightful","Adjective","“B2”","3","","","",""
"3975","happily","Adverb","“B2”","3","","","",""
"3976","mill","Noun","“B2”","3","","","",""
"3977","fittings","Noun","“B2”","3","","","",""
"3978","courage","Noun","“B2”","3","","","",""
"3979","escape","Noun","“B2”","3","","","",""
"3980","fraud","Noun","“B2”","3","","","",""
"3981","fabulous","Adjective","“B2”","3","","","",""
"3982","curve","Noun","“B2”","3","","","",""
"3983","spell","Verb","“B2”","3","","","",""
"3984","worry","Noun","“B2”","3","","","",""
"3985","coloured","Adjective","“B2”","3","","","",""
"3986","dare","Verb","“B2”","3","","","",""
"3987","fancy","Adjective","“B2”","3","","","",""
"3988","crazy","Adjective","“B2”","3","","","",""
"3989","bet","Verb","“B2”","3","","","",""
"3990","handy","Adjective","“B2”","3","","","",""
"3991","wipe","Verb","“B2”","3","","","",""
"3992","beg","Verb","“B2”","3","","","",""
"3993","boil","Verb","“B2”","3","","","",""
"3994","pile","Noun","“B2”","3","","","",""
"3995","jump","Noun","“B2”","3","","","",""
"3996","nicely","Adverb","“B2”","3","","","",""
"3997","crack","Noun","“B2”","3","","","",""
"3998","blank","Adjective","“B2”","3","","","",""
"3999","kick","Noun","“B2”","3","","","",""
"4000","swear","Verb","“B2”","3","","","",""
"4001","envelope","Noun","“B2”","3","","","",""
"4002","tin","Noun","“B2”","3","","","",""
"4003","melt","Verb","“B2”","3","","","",""
"4004","pint","Noun","“B2”","3","","","",""
"4005","midnight","Noun","“B2”","3","","","",""
"4006","spoil","Verb","“B2”","3","","","",""
"4007","cloth","Noun","“B2”","3","","","",""
"4008","pin","Noun","“B2”","3","","","",""
"4009","squeeze","Verb","“B2”","3","","","",""
"4010","plug","Verb","“B2”","3","","","",""
"4011","freeze","Verb","“B2”","3","","","",""
"4012","cry","Noun","“B2”","3","","","",""
"4013","brake","Noun","“B2”","3","","","",""
"4014","tire","Noun","“B2”","3","","","",""
"4015","whoever","Pronoun","“B2”","3","","","",""
"4016","rush","Noun","“B2”","3","","","",""
"4017","quiz","Noun","“B2”","3","","","",""
"4018","powder","Noun","“B2”","3","","","",""
"4019","bounce","Verb","“B2”","3","","","",""
"4020","shop","Verb","“B2”","3","","","",""
"4021","lawn","Noun","“B2”","3","","","",""
"4022","toe","Noun","“B2”","3","","","",""
"4023","fridge","Noun","“B2”","3","","","",""
"4024","swap","Verb","“B2”","3","","","",""
"4025","drunk","Adjective","“B2”","3","","","",""
"4026","chop","Verb","“B2”","3","","","",""
"4027","rat","Noun","“B2”","3","","","",""
"4028","headache","Noun","“B2”","3","","","",""
"4029","orange","Noun","“B2”","3","","","",""
"4030","penny","Noun","“B2”","3","","","",""
"4031","rip","Verb","“B2”","3","","","",""
"4032","ugly","Adjective","“B2”","3","","","",""
"4033","butter","Noun","“B2”","3","","","",""
"4034","slice","Noun","“B2”","3","","","",""
"4035","smash","Verb","“B2”","3","","","",""
"4036","girlfriend","Noun","“B2”","3","","","",""
"4037","wait","Noun","“B2”","3","","","",""
"4038","towel","Noun","“B2”","3","","","",""
"4039","dictionary","Noun","“B2”","3","","","",""
"4040","plug","Noun","“B2”","3","","","",""
"4041","nail","Noun","“B2”","3","","","",""
"4042","ridiculous","Adjective","“B2”","3","","","",""
"4043","bite","Verb","“B2”","3","","","",""
"4044","spelling","Noun","“B2”","3","","","",""
"4045","blanket","Noun","“B2”","3","","","",""
"4046","sauce","Noun","“B2”","3","","","",""
"4047","glove","Noun","“B2”","3","","","",""
"4048","gorgeous","Adjective","“B2”","3","","","",""
"4049","pity","Noun","“B2”","3","","","",""
"4050","lump","Noun","“B2”","3","","","",""
"4051","deaf","Adjective","“B2”","3","","","",""
"4052","brush","Noun","“B2”","3","","","",""
"4053","uncle","Noun","“B2”","3","","","",""
"4054","black","Noun","“B2”","3","","","",""
"4055","worse","Adverb","“B2”","3","","","",""
"4056","horrible","Adjective","“B2”","3","","","",""
"4057","salad","Noun","“B2”","3","","","",""
"4058","soap","Noun","“B2”","3","","","",""
"4059","picnic","Noun","“B2”","3","","","",""
"4060","sleeve","Noun","“B2”","3","","","",""
"4061","noisy","Adjective","“B2”","3","","","",""
"4062","beef","Noun","“B2”","3","","","",""
"4063","suck","Verb","“B2”","3","","","",""
"4064","awkward","Adjective","“B2”","3","","","",""
"4065","lunchtime","Noun","“B2”","3","","","",""
"4066","purple","Adjective","“B2”","3","","","",""
"4067","microwave","Noun","“B2”","3","","","",""
"4068","bubble","Noun","“B2”","3","","","",""
"4069","hedge","Noun","“B2”","3","","","",""
"4070","diamond","Noun","“B2”","3","","","",""
"4071","pie","Noun","“B2”","3","","","",""
"4072","marvellous","Adjective","“B2”","3","","","",""
"4073","pavement","Noun","“B2”","3","","","",""
"4074","ambulance","Noun","“B2”","3","","","",""
"4075","onion","Noun","“B2”","3","","","",""
"4076","tomato","Noun","“B2”","3","","","",""
"4077","monkey","Noun","“B2”","3","","","",""
"4078","worm","Noun","“B2”","3","","","",""
"4079","clit","Noun","“B2”","3","","","",""
"4080","kiss","Verb","“B2”","3","","","",""
"4081","queen","Noun","“B2”","3","","","",""
"4082","devil","Noun","“B2”","3","","","",""
"4083","damp","Adjective","“B2”","3","","","",""
"4084","yeah","Exclamation","“B2”","3","","","",""
"4085","cupboard","Noun","“B2”","3","","","",""
"4086","soup","Noun","“B2”","3","","","",""
"4087","backwards","Adverb","“B2”","3","","","",""
"4088","balloon","Noun","“B2”","3","","","",""
"4089","cook","Noun","“B2”","3","","","",""
"4090","lamb","Noun","“B2”","3","","","",""
"4091","stuff","Verb","“B2”","3","","","",""
"4092","rain","Verb","“B2”","3","","","",""
"4093","gardening","Noun","“B2”","3","","","",""
"4094","thumb","Noun","“B2”","3","","","",""
"4095","lost","Adjective","“B2”","3","","","",""
"4096","homework","Noun","“B2”","3","","","",""
"4097","biscuit","Noun","“B2”","3","","","",""
"4098","orange","Adjective","“B2”","3","","","",""
"4099","jam","Noun","“B2”","3","","","",""
"4100","lazy","Adjective","“B2”","3","","","",""
"4101","washing","Noun","“B2”","3","","","",""
"4102","lid","Noun","“B2”","3","","","",""
"4103","dirt","Noun","“B2”","3","","","",""
"4104","sink","Noun","“B2”","3","","","",""
"4105","grey","Noun","“B2”","3","","","",""
"4106","piss","Verb","“B2”","3","","","",""
"4107","arse","Noun","“B2”","3","","","",""
"4108","damn","Adjective","“B2”","3","","","",""
"4109","nanny","Noun","“B2”","3","","","",""
"4110","nick","Verb","“B2”","3","","","",""
"4111","fag","Noun","“B2”","3","","","",""
"4112","blimey","Exclamation","“B2”","3","","","",""
"4113","fiver","Noun","“B2”","3","","","",""
"4114","bungalow","Noun","“B2”","3","","","",""
"4115","policeman","Noun","“B2”","3","","","",""
"4116","whoops","Exclamation","“B2”","3","","","",""
"4117","anyhow","Adverb","“B2”","3","","","",""
"4118","sod","Noun","“B2”","3","","","",""
"4119","teddy","Noun","“B2”","3","","","",""
"4120","bitch","Noun","“B2”","3","","","",""
"4121","bollocks","Exclamation","“B2”","3","","","",""
"4122","seltzer","Noun","“B2”","3","","","",""
"4123","trolley","Noun","“B2”","3","","","",""
"4124","smack","Verb","“B2”","3","","","",""
"4125","tummy","Noun","“B2”","3","","","",""
"4126","pinch","Verb","“B2”","3","","","",""
"4127","archon","Noun","“B2”","3","","","",""
"4128","mince","Noun","“B2”","3","","","",""
"4129","screw","Noun","“B2”","3","","","",""
"4131","marmalade","Noun","“B2”","3","","","",""
"4130","prawn","Noun","“B2”","3","","","",""
"4132","granny","Noun","“B2”","3","","","",""
"4133","custard","Noun","“B2”","3","","","",""
"4134","gravy","Noun","“B2”","3","","","",""
"4135","loo","Noun","“B2”","3","","","",""
"4136","jelly","Noun","“B2”","3","","","",""
"4137","ginger","Adjective","“B2”","3","","","",""
"4138","ginger","Noun","“B2”","3","","","",""
"4139","screw","Verb","“B2”","3","","","",""
"4140","nip","Verb","“B2”","3","","","",""
"4141","hassle","Noun","“B2”","3","","","",""
"4142","jolly","Adjective","“C1”","2","","","",""
"4143","purse","Noun","“B2”","3","","","",""
"4144","dice","Noun","“B2”","3","","","",""
"4145","headphones","Noun","“B2”","3","","","",""
"4146","terribly","adverb","“B2”","3","","","",""
"4147","cherry","Noun","“B2”","3","","","",""
"4148","chimney","Noun","“B2”","3","","","",""
"4149","pathetic","Adjective","“B2”","3","","","",""
"4150","drill","Noun","“B2”","3","","","",""
"4151","cheerio","Exclamation","“C1”","2","","","",""
"4152","frog","Noun","“B2”","3","","","",""
"4153","starving","Adjective","“B2”","3","","","",""
"4154","bucket","Noun","“B2”","3","","","",""
"4155","wallpaper","Noun","“B2”","3","","","",""
"4156","slipper","Noun","“B2”","3","","","",""
"4157","sweetheart","Noun","“B2”","3","","","",""
"4158","knit","Verb","“B2”","3","","","",""
"4159","rap","Noun","“B2”","3","","","",""
"4160","bump","Noun","“B2”","3","","","",""
"4161","mattress","Noun","“B2”","3","","","",""
"4162","frozen","Adjective","“B2”","3","","","",""
"4163","feather","Noun","“B2”","3","","","",""
"4164","windy","Adjective","“B2”","3","","","",""
"4165","fiddle","Verb","“B2”","3","","","",""
"4166","undo","Verb","“B2”","3","","","",""
"4167","knob","Noun","“B2”","3","","","",""
"4168","polite","Adjective","“B2”","3","","","",""
"4169","prince","Noun","“B2”","3","","","",""
"4170","mend","Verb","“B2”","3","","","",""
"4171","fuss","Noun","“B2”","3","","","",""
"4172","blonde","Adjective","“B2”","3","","","",""
"4173","nuisance","Noun","“B2”","3","","","",""
"4174","aunt","Noun","“B2”","3","","","",""
"4175","smelly","Adjective","“B2”","3","","","",""
"4176","ache","Verb","“B2”","3","","","",""
"4177","saucepan","Noun","“B2”","3","","","",""
"4178","handbag","Noun","“B2”","3","","","",""
"4179","spaghetti","Noun","“B2”","3","","","",""
"4180","lemonade","Noun","“B2”","3","","","",""
"4181","strap","Noun","“B2”","3","","","",""
"4182","snore","Verb","“B2”","3","","","",""
"4183","motorbike","Noun","“B2”","3","","","",""
"4184","goodbye","Exclamation","“B2”","3","","","",""
"4185","garlic","Noun","“B2”","3","","","",""
"4186","cabbage","Noun","“B2”","3","","","",""
"4187","bark","Verb","“B2”","3","","","",""
"4188","cute","Adjective","“B2”","3","","","",""
"4190","curly","Adjective","“B2”","3","","","",""
"4191","pyjamas","Noun","“B2”","3","","","",""
"4192","collar","Noun","“B2”","3","","","",""
"4193","salmon","Noun","“B2”","3","","","",""
"4194","hurry","Noun","“B2”","3","","","",""
"4195","boiling","Adjective","“B2”","3","","","",""
"4196","pear","Noun","“B2”","3","","","",""
"4197","pillow","Noun","“B2”","3","","","",""
"4198","cushion","Noun","“B2”","3","","","",""
"4199","cereal","Noun","“B2”","3","","","",""
"4200","ironing","Noun","“B2”","3","","","",""
"4201","curry","Noun","“B2”","3","","","",""
"4202","amazed","Adjective","“B2”","3","","","",""
"4203","surname","Noun","“B2”","3","","","",""
"4204","upside","Adverb","“B2”","3","","","",""
"4205","muck","Noun","“B2”","3","","","",""
"4206","this","Pronoun","“C1”","2","","","",""
"4207","guide","Verb","“C1”","2","","","",""
"4208","gain","Noun","“C1”","2","","","",""
"4209","value","Verb","“C1”","2","","","",""
"4210","evident","Adjective","“C1”","2","","","",""
"4211","stakeholder","Noun","“C1”","2","","","",""
"4212","competitor","Noun","“C1”","2","","","",""
"4213","abstract","Adjective","“C1”","2","","","",""
"4214","devise","Verb","“C1”","2","","","",""
"4215","payable","Adjective","“C1”","2","","","",""
"4216","ratio","Noun","“C1”","2","","","",""
"4217","investor","Noun","“C1”","2","","","",""
"4218","organiser","Noun","“C1”","2","","","",""
"4219","upgrade","Verb","“C1”","2","","","",""
"4220","ethical","Adjective","“C1”","2","","","",""
"4221","boast","Verb","“C1”","2","","","",""
"4222","absorb","Verb","“C1”","2","","","",""
"4223","varied","Adjective","“C1”","2","","","",""
"4224","password","Noun","“C1”","2","","","",""
"4225","regulate","Verb","“C1”","2","","","",""
"4226","deem","Verb","“C1”","2","","","",""
"4227","internationally","Adverb","“C1”","2","","","",""
"4228","combined","Adjective","“C1”","2","","","",""
"4229","dismiss","Verb","“C1”","2","","","",""
"4230","biological","Adjective","“C1”","2","","","",""
"4231","maximise","Verb","“C1”","2","","","",""
"4232","consistently","Adverb","“C1”","2","","","",""
"4233","optional","Adjective","“C1”","2","","","",""
"4234","programming","Noun","“C1”","2","","","",""
"4235","conduct","Noun","“C1”","2","","","",""
"4236","calculation","Noun","“C1”","2","","","",""
"4237","chamber","Noun","“C1”","2","","","",""
"4238","compensation","Noun","“C1”","2","","","",""
"4239","opponent","Noun","“C1”","2","","","",""
"4240","inquiry","Noun","“C1”","2","","","",""
"4241","peer","Noun","“C1”","2","","","",""
"4242","inevitably","Adverb","“C1”","2","","","",""
"4243","prominent","Adjective","“C1”","2","","","",""
"4244","relevance","Noun","“C1”","2","","","",""
"4245","regeneration","Noun","“C1”","2","","","",""
"4246","trail","Noun","“C1”","2","","","",""
"4247","fitness","Noun","“C1”","2","","","",""
"4248","viewer","Noun","“C1”","2","","","",""
"4249","freely","Adverb","“C1”","2","","","",""
"4250","excess","Noun","“C1”","2","","","",""
"4251","inclusive","Adjective","“C1”","2","","","",""
"4252","motivation","Noun","“C1”","2","","","",""
"4253","transport","Verb","“C1”","2","","","",""
"4254","lead","Adjective","“C1”","2","","","",""
"4255","acceptance","Noun","“C1”","2","","","",""
"4256","enforce","Verb","“C1”","2","","","",""
"4257","protocol","Noun","“C1”","2","","","",""
"4258","disposal","Noun","“C1”","2","","","",""
"4259","insert","Verb","“C1”","2","","","",""
"4260","ease","Verb","“C1”","2","","","",""
"4261","logo","Noun","“C1”","2","","","",""
"4262","transformation","Noun","“C1”","2","","","",""
"4263","scholar","Noun","“C1”","2","","","",""
"4264","challenging","Adjective","“C1”","2","","","",""
"4265","margin","Noun","“C1”","2","","","",""
"4266","healthcare","Noun","“C1”","2","","","",""
"4267","enclose","Verb","“C1”","2","","","",""
"4268","assemble","Verb","“C1”","2","","","",""
"4269","humanity","Noun","“C1”","2","","","",""
"4270","democratic","Adjective","“C1”","2","","","",""
"4271","correspondence","Noun","“C1”","2","","","",""
"4272","exploration","Noun","“C1”","2","","","",""
"4273","nationally","Adverb","“C1”","2","","","",""
"4274","restoration","Noun","“C1”","2","","","",""
"4275","convey","Verb","“C1”","2","","","",""
"4276","handling","Noun","“C1”","2","","","",""
"4277","integral","Adjective","“C1”","2","","","",""
"4278","tour","Verb","“C1”","2","","","",""
"4279","regulatory","Adjective","“C1”","2","","","",""
"4280","constraint","Noun","“C1”","2","","","",""
"4281","audit","Noun","“C1”","2","","","",""
"4282","genetic","Adjective","“C1”","2","","","",""
"4283","traditionally","Adverb","“C1”","2","","","",""
"4284","inevitable","Adjective","“C1”","2","","","",""
"4285","interact","Verb","“C1”","2","","","",""
"4286","navigation","Noun","“C1”","2","","","",""
"4287","habitat","Noun","“C1”","2","","","",""
"4288","configuration","Noun","“C1”","2","","","",""
"4289","subscribe","Verb","“C1”","2","","","",""
"4290","discrimination","Noun","“C1”","2","","","",""
"4291","namely","Adverb","“C1”","2","","","",""
"4292","principal","Noun","“C1”","2","","","",""
"4293","defeat","Verb","“C1”","2","","","",""
"4294","overall","Adverb","“C1”","2","","","",""
"4295","workforce","Noun","“C1”","2","","","",""
"4296","retailer","Noun","“C1”","2","","","",""
"4297","function","Verb","“C1”","2","","","",""
"4298","genre","Noun","“C1”","2","","","",""
"4299","ambition","Noun","“C1”","2","","","",""
"4300","functional","Adjective","“C1”","2","","","",""
"4301","annually","Adverb","“C1”","2","","","",""
"4302","literary","Adjective","“C1”","2","","","",""
"4303","mutual","Adjective","“C1”","2","","","",""
"4304","collaborative","Adjective","“C1”","2","","","",""
"4305","authorise","Verb","“C1”","2","","","",""
"4306","closure","Noun","“C1”","2","","","",""
"4307","supervision","Noun","“C1”","2","","","",""
"4308","historian","Noun","“C1”","2","","","",""
"4309","emission","Noun","“C1”","2","","","",""
"4310","browse","Verb","“C1”","2","","","",""
"4311","uncertainty","Noun","“C1”","2","","","",""
"4312","robust","Adjective","“C1”","2","","","",""
"4313","unnecessary","Adjective","“C1”","2","","","",""
"4314","clarify","Verb","“C1”","2","","","",""
"4315","summarise","Verb","“C1”","2","","","",""
"4316","legend","Noun","“C1”","2","","","",""
"4317","added","Adjective","“C1”","2","","","",""
"4318","established","Adjective","“C1”","2","","","",""
"4319","transmit","Verb","“C1”","2","","","",""
"4320","solely","Adverb","“C1”","2","","","",""
"4321","pollution","Noun","“C1”","2","","","",""
"4322","commentary","Noun","“C1”","2","","","",""
"4323","decrease","Verb","“C1”","2","","","",""
"4324","icon","Noun","“C1”","2","","","",""
"4325","exclusively","Adverb","“C1”","2","","","",""
"4326","distant","Adjective","“C1”","2","","","",""
"4327","attribute","Verb","“C1”","2","","","",""
"4328","spectrum","Noun","“C1”","2","","","",""
"4329","import","Verb","“C1”","2","","","",""
"4330","defeat","Noun","“C1”","2","","","",""
"4331","gene","Noun","“C1”","2","","","",""
"4332","publishing","Noun","“C1”","2","","","",""
"4333","corresponding","Adjective","“C1”","2","","","",""
"4334","fiction","Noun","“C1”","2","","","",""
"4335","modification","Noun","“C1”","2","","","",""
"4336","vacancy","Noun","“C1”","2","","","",""
"4337","formally","Adverb","“C1”","2","","","",""
"4338","tribute","Noun","“C1”","2","","","",""
"4339","woodland","Noun","“C1”","2","","","",""
"4340","notably","Adverb","“C1”","2","","","",""
"4341","descend","Verb","“C1”","2","","","",""
"4342","undermine","Verb","“C1”","2","","","",""
"4343","undoubtedly","Adverb","“C1”","2","","","",""
"4344","integrity","Noun","“C1”","2","","","",""
"4345","myth","Noun","“C1”","2","","","",""
"4346","ease","Noun","“C1”","2","","","",""
"4347","artistic","Adjective","“C1”","2","","","",""
"4348","neighbourhood","Noun","“C1”","2","","","",""
"4349","independently","Adverb","“C1”","2","","","",""
"4350","sufficiently","Adverb","“C1”","2","","","",""
"4351","enforcement","Noun","“C1”","2","","","",""
"4352","planned","Adjective","“C1”","2","","","",""
